Name, X, Y, Z
,00.1601855,0-0.1624773,0-0.2579284
,00.1601856,0-0.1624779,0-0.2579294
,00.1601856,0-0.1624779,0-0.2579294
,00.1601866,0-0.162479,0-0.2579314
,00.1601863,0-0.1624789,0-0.2579304
,00.1601863,0-0.1624789,0-0.2579304
,00.1601776,0-0.1624812,0-0.2579199
,00.1601865,0-0.1624796,0-0.2579298
,00.1601864,0-0.1624796,0-0.25793
,00.1601864,0-0.1624796,0-0.25793
,00.1601739,0-0.162482,0-0.2579219
,00.1601867,0-0.1624811,0-0.2579311
,00.1601869,0-0.162481,0-0.2579315
,00.1601875,0-0.1624821,0-0.2579334
,00.1601875,0-0.1624821,0-0.2579334
,00.1601875,0-0.1624821,0-0.2579334
,00.1601862,0-0.1624802,0-0.2579308
,00.1601858,0-0.1624795,0-0.257931
,00.1601863,0-0.1624792,0-0.2579319
,00.1601863,0-0.1624792,0-0.2579319
,00.1601863,0-0.1624792,0-0.2579319
,00.1601856,0-0.1624791,0-0.2579315
,00.1601854,0-0.1624787,0-0.2579313
,00.1601854,0-0.1624786,0-0.2579313
,00.1601854,0-0.1624786,0-0.2579313
,00.1601855,0-0.1624783,0-0.2579313
,00.1601855,0-0.1624781,0-0.2579311
,00.1601855,0-0.162478,0-0.257931
,00.1601855,0-0.162478,0-0.257931
,00.1601856,0-0.1624777,0-0.2579309
,00.1601856,0-0.1624777,0-0.2579309
,00.1601856,0-0.1624776,0-0.2579306
,00.1601856,0-0.1624776,0-0.2579306
,00.1601856,0-0.1624774,0-0.2579306
,00.1601865,0-0.162478,0-0.257933
,00.1601865,0-0.162478,0-0.257933
,00.1601862,0-0.1624776,0-0.2579305
,00.160186,0-0.1624771,0-0.2579297
,00.1601859,0-0.1624768,0-0.2579297
,00.1601859,0-0.1624768,0-0.2579297
,00.1601859,0-0.1624768,0-0.2579297
,00.1601859,0-0.1624765,0-0.2579298
,00.1601859,0-0.1624765,0-0.2579298
,00.1601859,0-0.1624765,0-0.2579297
,00.1601859,0-0.1624766,0-0.2579298
,00.1601859,0-0.1624766,0-0.2579298
,00.160186,0-0.1624766,0-0.2579308
,00.1601869,0-0.1624774,0-0.2579326
,00.1601855,0-0.1624772,0-0.2579308
,00.1601855,0-0.1624772,0-0.2579308
,00.1601862,0-0.1624765,0-0.25793
,00.1601863,0-0.1624766,0-0.2579301
,00.1601861,0-0.1624766,0-0.2579301
,00.1601868,0-0.1624772,0-0.2579325
,00.1601868,0-0.1624772,0-0.2579325
,00.1601868,0-0.1624772,0-0.2579325
,00.1601873,0-0.1624777,0-0.2579325
,00.1601873,0-0.1624777,0-0.2579325
,00.1601872,0-0.1624774,0-0.2579319
,00.1601866,0-0.1624767,0-0.2579298
,00.1601866,0-0.1624767,0-0.2579298
,00.1601864,0-0.1624763,0-0.2579301
,00.1601866,0-0.1624765,0-0.2579314
,00.1601863,0-0.1624762,0-0.2579304
,00.1601863,0-0.1624762,0-0.2579304
,00.1601863,0-0.1624762,0-0.2579304
,00.1601861,0-0.1624759,0-0.2579312
,00.160186,0-0.1624759,0-0.2579312
,00.1601863,0-0.1624759,0-0.2579325
,00.1601863,0-0.1624759,0-0.2579325
,00.1601863,0-0.1624759,0-0.2579325
,00.1601865,0-0.1624759,0-0.2579326
,00.1601876,0-0.1624757,0-0.2579324
,00.1602,0-0.1624751,0-0.2579144
,00.1601865,0-0.1624751,0-0.2579314
,00.1601865,0-0.1624751,0-0.2579314
,00.1601865,0-0.1624751,0-0.2579314
,00.1601864,0-0.1624745,0-0.2579329
,00.1601864,0-0.1624745,0-0.2579329
,00.1601868,0-0.1624742,0-0.2579334
,00.1601757,0-0.1624745,0-0.2579241
,00.1601757,0-0.1624745,0-0.2579241
,00.1601863,0-0.1624733,0-0.2579331
,00.1601863,0-0.1624731,0-0.2579337
,00.1601934,0-0.1624718,0-0.2579179
,00.1601934,0-0.1624718,0-0.2579179
,00.1602006,0-0.1624719,0-0.257923
,00.1601864,0-0.1624721,0-0.2579341
,00.1601856,0-0.1624718,0-0.2579341
,00.1601858,0-0.1624711,0-0.2579342
,00.1601858,0-0.1624711,0-0.2579342
,00.1601858,0-0.1624711,0-0.2579342
,00.1601859,0-0.1624704,0-0.2579349
,00.1601859,0-0.1624704,0-0.2579349
,00.1601854,0-0.16247,0-0.2579348
,00.1601771,0-0.1624702,0-0.2579268
,00.1601771,0-0.1624702,0-0.2579268
,00.1601973,0-0.1624712,0-0.25793
,00.1601973,0-0.1624712,0-0.25793
,00.1601842,0-0.1624702,0-0.2579346
,00.1601826,0-0.1624698,0-0.2579338
,00.1601827,0-0.1624705,0-0.2579328
,00.1601818,0-0.1624704,0-0.2579333
,00.1601818,0-0.1624707,0-0.2579325
,00.1601818,0-0.1624707,0-0.2579325
,00.160181,0-0.1624708,0-0.2579327
,00.1601834,0-0.1624514,0-0.2579303
,00.1601834,0-0.1624514,0-0.2579303
,00.1601835,0-0.1624527,0-0.2579316
,00.1601835,0-0.1624527,0-0.2579316
,00.1601841,0-0.1624399,0-0.2579317
,00.1601841,0-0.1624399,0-0.2579317
,00.1601859,0-0.1624448,0-0.2579312
,00.1601859,0-0.1624448,0-0.2579312
,00.1601856,0-0.1624048,0-0.2579306
,00.1601856,0-0.1624048,0-0.2579306
,00.1601857,0-0.1623982,0-0.2579309
,00.1601873,0-0.1623952,0-0.2579308
,00.1601873,0-0.1623952,0-0.2579308
,00.1601894,0-0.1623718,0-0.2579299
,00.1601915,0-0.1623715,0-0.2579299
,00.1601929,0-0.1623804,0-0.2579296
,00.1601929,0-0.1623804,0-0.2579296
,00.160194,0-0.1624221,0-0.2579285
,00.160181,0-0.1624611,0-0.2579325
,00.160181,0-0.1624611,0-0.2579325
,00.1601786,0-0.1624683,0-0.2579328
,00.160179,0-0.1624699,0-0.2579326
,00.160179,0-0.1624699,0-0.2579326
,00.1601793,0-0.1624703,0-0.2579326
,00.1601794,0-0.1624705,0-0.2579326
,00.1601794,0-0.1624704,0-0.2579325
,00.1601794,0-0.1624704,0-0.2579325
,00.1601794,0-0.1624705,0-0.2579326
,00.1601794,0-0.1624705,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624705,0-0.2579326
,00.1601794,0-0.1624705,0-0.2579326
,00.1601794,0-0.1624705,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579325
,00.1601794,0-0.1624706,0-0.2579325
,00.1601794,0-0.1624706,0-0.2579325
,00.1601794,0-0.1624705,0-0.2579326
,00.1601794,0-0.1624705,0-0.2579326
,00.1601794,0-0.1624705,0-0.2579325
,00.1601794,0-0.1624705,0-0.2579326
,00.1601794,0-0.1624705,0-0.2579326
,00.1601794,0-0.1624705,0-0.2579326
,00.1601794,0-0.1624705,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624706,0-0.2579326
,00.1601794,0-0.1624705,0-0.2579326
,00.1601794,0-0.1624705,0-0.2579326
,00.1601653,0-0.1624649,0-0.2579384
,00.1601574,0-0.1623005,0-0.2579374
,00.1601574,0-0.1623005,0-0.2579374
,00.1601673,0-0.1623319,0-0.2579351
,00.160177,0-0.1624409,0-0.2579333
,00.1601736,0-0.1624627,0-0.2579364
,00.1601736,0-0.1624627,0-0.2579364
,00.1601791,0-0.1624695,0-0.257927
,00.1601927,0-0.1624724,0-0.2579177
,00.1601927,0-0.1624724,0-0.2579177
,00.1602031,0-0.162474,0-0.2579138
,00.1602063,0-0.1624761,0-0.257905
,00.1602063,0-0.1624761,0-0.257905
,00.1601921,0-0.1624784,0-0.2579119
,00.1601921,0-0.1624784,0-0.2579119
,00.1601932,0-0.1624793,0-0.2579105
,00.1601939,0-0.1624799,0-0.2579103
,00.1601939,0-0.1624799,0-0.2579103
,00.1601936,0-0.1624794,0-0.2579081
,00.1602038,0-0.1624804,0-0.2578884
,00.1601949,0-0.1624806,0-0.2579109
,00.1601949,0-0.1624806,0-0.2579109
,00.1601949,0-0.1624806,0-0.2579109
,00.1601972,0-0.1624834,0-0.2578875
,00.1602041,0-0.1624833,0-0.2578821
,00.1601922,0-0.1624852,0-0.2579049
,00.1601922,0-0.1624852,0-0.2579049
,00.1601922,0-0.1624852,0-0.2579049
,00.1601999,0-0.1624882,0-0.2579154
,00.1601999,0-0.1624882,0-0.2579154
,00.1601997,0-0.1624901,0-0.2579173
,00.1601993,0-0.1624917,0-0.257912
,00.1601993,0-0.1624917,0-0.257912
,00.1601748,0-0.1624937,0-0.2578969
,00.1601993,0-0.1624931,0-0.2579234
,00.1601695,0-0.1624942,0-0.257899
,00.1601695,0-0.1624942,0-0.257899
,00.1601695,0-0.1624944,0-0.2579035
,00.1601921,0-0.1624935,0-0.2579027
,00.1601953,0-0.1624916,0-0.2579237
,00.160195,0-0.1624921,0-0.2579257
,00.160195,0-0.1624921,0-0.2579257
,00.160195,0-0.1624921,0-0.2579257
,00.1602394,0-0.1624915,0-0.2579109
,00.1602394,0-0.1624915,0-0.2579109
,00.1602412,0-0.1624915,0-0.2579077
,00.1602412,0-0.1624909,0-0.2579127
,00.1602412,0-0.1624909,0-0.2579127
,00.1602386,0-0.1624912,0-0.2578941
,00.1601976,0-0.1624911,0-0.2579218
,00.1601979,0-0.1624916,0-0.2579213
,00.1601979,0-0.1624916,0-0.2579213
,00.1602159,0-0.1624914,0-0.2578826
,00.1602192,0-0.1624907,0-0.2578798
,00.1602192,0-0.1624907,0-0.2578798
,00.1601995,0-0.1624905,0-0.2579193
,00.1601994,0-0.1624907,0-0.2579198
,00.1601994,0-0.1624907,0-0.2579198
,00.160201,0-0.16249,0-0.2579192
,00.160201,0-0.16249,0-0.2579192
,00.1602013,0-0.1624899,0-0.257919
,00.1602012,0-0.1624893,0-0.2579183
,00.1602012,0-0.1624893,0-0.2579183
,00.1602012,0-0.162489,0-0.2579182
,00.1602014,0-0.1624886,0-0.2579181
,00.1602013,0-0.1624884,0-0.2579184
,00.1602013,0-0.1624884,0-0.2579184
,00.1602013,0-0.1624884,0-0.2579184
,00.1602002,0-0.1625,0-0.2579186
,00.1602002,0-0.1625,0-0.2579186
,00.160203,0-0.1625095,0-0.2579202
,00.1602029,0-0.1625097,0-0.2579184
,00.1602029,0-0.1625097,0-0.2579184
,00.1602017,0-0.1625079,0-0.2579183
,00.160203,0-0.1625102,0-0.2579235
,00.1602033,0-0.1625116,0-0.2579248
,00.1602033,0-0.1625116,0-0.2579248
,00.1602028,0-0.1625112,0-0.2579245
,00.1602639,0-0.1625105,0-0.2579023
,00.1602639,0-0.1625105,0-0.2579023
,00.1602599,0-0.1625099,0-0.2578939
,00.1602015,0-0.1625084,0-0.257925
,00.1602015,0-0.1625084,0-0.257925
,00.1602557,0-0.1625077,0-0.2579114
,00.1602557,0-0.1625077,0-0.2579114
,00.1602548,0-0.1625073,0-0.2579099
,00.1602478,0-0.1625064,0-0.2578952
,00.1602478,0-0.1625064,0-0.2578952
,00.1601987,0-0.1625039,0-0.2579268
,00.1601947,0-0.1625018,0-0.2579052
,00.1601947,0-0.1625018,0-0.2579052
,00.1601961,0-0.1624997,0-0.2579031
,00.1601951,0-0.1624984,0-0.257905
,00.1601951,0-0.1624984,0-0.257905
,00.1601975,0-0.1624969,0-0.2579031
,00.1601964,0-0.1624959,0-0.2579048
,00.1601929,0-0.1624954,0-0.2579094
,00.1601929,0-0.1624954,0-0.2579094
,00.1601895,0-0.1624942,0-0.2579176
,00.1601918,0-0.1624934,0-0.2579304
,00.1601895,0-0.1624927,0-0.2579292
,00.1601914,0-0.1624928,0-0.2579325
,00.1601914,0-0.1624928,0-0.2579325
,00.1601914,0-0.1624928,0-0.2579325
,00.1601924,0-0.1624938,0-0.2579325
,00.1601924,0-0.1624938,0-0.2579325
,00.1601911,0-0.1624936,0-0.2579325
,00.1601919,0-0.1624931,0-0.2579325
,00.1601919,0-0.1624931,0-0.2579325
,00.1601894,0-0.1624899,0-0.2579295
,00.1601895,0-0.1624902,0-0.2579326
,00.16019,0-0.1624885,0-0.2579301
,00.16019,0-0.1624885,0-0.2579301
,00.1601902,0-0.1624865,0-0.2579294
,00.1601884,0-0.1624844,0-0.2579307
,00.1601884,0-0.1624844,0-0.2579307
,00.1601894,0-0.1624861,0-0.2579292
,00.1601899,0-0.1624896,0-0.2579326
,00.1601899,0-0.1624896,0-0.2579326
,00.1601918,0-0.1624905,0-0.2579309
,00.1601911,0-0.1624903,0-0.2579306
,00.1601911,0-0.1624911,0-0.2579317
,00.1601865,0-0.1624909,0-0.2579318
,00.1601865,0-0.1624909,0-0.2579318
,00.160189,0-0.1624944,0-0.257922
,00.1601763,0-0.1625012,0-0.2579126
,00.1601828,0-0.1625057,0-0.2579131
,00.1601828,0-0.1625057,0-0.2579131
,00.1601828,0-0.1625057,0-0.2579131
,00.1601834,0-0.1625157,0-0.2579115
,00.1601834,0-0.1625157,0-0.2579115
,00.1601842,0-0.1625171,0-0.2579109
,00.1601801,0-0.1625149,0-0.2579105
,00.1601801,0-0.1625149,0-0.2579105
,00.1601788,0-0.1625115,0-0.2579103
,00.1601774,0-0.1625075,0-0.257912
,00.160178,0-0.162505,0-0.2579135
,00.1601785,0-0.1625023,0-0.2579134
,00.1601785,0-0.1625023,0-0.2579134
,00.1601774,0-0.1624988,0-0.2579154
,00.1601787,0-0.1624966,0-0.2579154
,00.1601908,0-0.1624929,0-0.257928
,00.1601908,0-0.1624929,0-0.257928
,00.1601908,0-0.1624929,0-0.257928
,00.1601876,0-0.1624855,0-0.2579317
,00.1601876,0-0.1624855,0-0.2579317
,00.1601724,0-0.1624781,0-0.257921
,00.1601724,0-0.1624781,0-0.257921
,00.1601714,0-0.1624735,0-0.2579239
,00.1601832,0-0.1624749,0-0.2579305
,00.1601842,0-0.162477,0-0.2579269
,00.1601842,0-0.162477,0-0.2579269
,00.1601842,0-0.162477,0-0.2579269
,00.1601838,0-0.1624763,0-0.257929
,00.1601842,0-0.1624765,0-0.2579278
,00.160182,0-0.1624748,0-0.257934
,00.160181,0-0.1624736,0-0.2579348
,00.160181,0-0.1624736,0-0.2579348
,00.160181,0-0.1624736,0-0.2579348
,00.160187,0-0.1624712,0-0.2579276
,00.160187,0-0.1624712,0-0.2579276
,00.1601871,0-0.1624692,0-0.2579273
,00.1601925,0-0.1624102,0-0.2579248
,00.1601925,0-0.1624102,0-0.2579248
,00.1601883,0-0.1623594,0-0.2579245
,00.1601933,0-0.1622716,0-0.257922
,00.1601951,0-0.1622048,0-0.2579216
,00.1601951,0-0.1622048,0-0.2579216
,00.1601975,0-0.1621631,0-0.2579235
,00.1601896,0-0.162403,0-0.2579288
,00.1601959,0-0.1624526,0-0.2579271
,00.1601973,0-0.1624307,0-0.2579238
,00.1601973,0-0.1624307,0-0.2579238
,00.1601973,0-0.1624307,0-0.2579238
,00.1601832,0-0.1624481,0-0.2579326
,00.1601832,0-0.1624481,0-0.2579326
,00.1601783,0-0.162463,0-0.2579326
,00.1601781,0-0.1624623,0-0.257932
,00.1601781,0-0.1624623,0-0.257932
,00.1601787,0-0.1624624,0-0.2579319
,00.1601791,0-0.1624627,0-0.257932
,00.1601792,0-0.1624634,0-0.257932
,00.1601792,0-0.1624634,0-0.257932
,00.1601792,0-0.1624637,0-0.257932
,00.1601792,0-0.1624637,0-0.257932
,00.1601792,0-0.1624637,0-0.257932
,00.1601792,0-0.1624635,0-0.257932
,00.1601792,0-0.1624636,0-0.2579321
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624635,0-0.257932
,00.1601792,0-0.1624635,0-0.257932
,00.1601792,0-0.1624635,0-0.257932
,00.1601792,0-0.1624635,0-0.257932
,00.1601792,0-0.1624635,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624635,0-0.257932
,00.1601792,0-0.1624635,0-0.257932
,00.1601792,0-0.1624635,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.1601792,0-0.1624636,0-0.257932
,00.160179,0-0.1624635,0-0.2579305
,00.160179,0-0.1624635,0-0.2579305
,00.1601673,0-0.1624734,0-0.2579169
,00.16016,0-0.1624776,0-0.2579017
,00.16016,0-0.1624776,0-0.2579017
,00.1601599,0-0.162478,0-0.2578969
,00.160166,0-0.1624763,0-0.257897
,00.1601673,0-0.1624759,0-0.2578941
,00.1601673,0-0.1624759,0-0.2578941
,00.1601714,0-0.1624738,0-0.2579044
,00.1601709,0-0.162473,0-0.2579163
,00.1601709,0-0.162473,0-0.2579163
,00.1601682,0-0.1624649,0-0.2579086
,00.1601593,0-0.1624517,0-0.2578967
,00.1601593,0-0.1624517,0-0.2578967
,00.160162,0-0.1624535,0-0.257905
,00.160162,0-0.1624535,0-0.257905
,00.1601652,0-0.1624611,0-0.257918
,00.1601703,0-0.1624674,0-0.2579283
,00.1601703,0-0.1624674,0-0.2579283
,00.1601765,0-0.1624724,0-0.257946
,00.1601875,0-0.1624715,0-0.2579687
,00.1601945,0-0.1624706,0-0.257993
,00.1601945,0-0.1624706,0-0.257993
,00.1601966,0-0.1624727,0-0.2580082
,00.1601987,0-0.1624753,0-0.2580354
,00.1601987,0-0.1624753,0-0.2580354
,00.1601987,0-0.1624781,0-0.258047
,00.1601974,0-0.1624814,0-0.2580577
,00.1601974,0-0.1624814,0-0.2580577
,00.1602004,0-0.1624813,0-0.2580649
,00.1602013,0-0.16248,0-0.2580413
,00.1602013,0-0.16248,0-0.2580413
,00.160204,0-0.1624788,0-0.2580494
,00.160204,0-0.1624788,0-0.2580494
,00.1602046,0-0.1624776,0-0.2580483
,00.1602051,0-0.1624771,0-0.258049
,00.1602051,0-0.1624771,0-0.258049
,00.1602049,0-0.1624772,0-0.2580491
,00.1602046,0-0.1624773,0-0.2580484
,00.1602043,0-0.1624774,0-0.2580472
,00.1602043,0-0.1624774,0-0.2580472
,00.1602043,0-0.1624774,0-0.2580472
,00.1602034,0-0.1624777,0-0.2580445
,00.1602034,0-0.1624777,0-0.2580445
,00.1602029,0-0.162478,0-0.2580431
,00.1602025,0-0.1624782,0-0.2580417
,00.1602025,0-0.1624782,0-0.2580417
,00.1602021,0-0.1624783,0-0.2580404
,00.1602017,0-0.1624786,0-0.2580395
,00.1601996,0-0.1624806,0-0.2580375
,00.1601996,0-0.1624806,0-0.2580375
,00.1601966,0-0.1624825,0-0.2580703
,00.1601989,0-0.1624829,0-0.2580396
,00.1601998,0-0.162481,0-0.258037
,00.1602006,0-0.1624804,0-0.2580389
,00.1602006,0-0.1624804,0-0.2580389
,00.1602006,0-0.1624804,0-0.2580389
,00.1602002,0-0.1624838,0-0.2580462
,00.1602002,0-0.1624838,0-0.2580462
,00.1602006,0-0.1624833,0-0.2580458
,00.1602005,0-0.1624877,0-0.2580618
,00.1602005,0-0.1624877,0-0.2580618
,00.1602025,0-0.1624308,0-0.2581043
,00.1601925,0-0.1624929,0-0.2581185
,00.1601955,0-0.1625062,0-0.2581262
,00.1601955,0-0.1625062,0-0.2581262
,00.1602052,0-0.1625082,0-0.2580808
,00.1602084,0-0.1625063,0-0.2580815
,00.1602091,0-0.1625051,0-0.2580838
,00.1602089,0-0.1625048,0-0.2580835
,00.1602089,0-0.1625048,0-0.2580835
,00.1602089,0-0.1625048,0-0.2580835
,00.1602079,0-0.1625043,0-0.2580807
,00.1602075,0-0.1625047,0-0.2580793
,00.1602087,0-0.1625066,0-0.2580836
,00.1602077,0-0.162506,0-0.2580811
,00.1602077,0-0.162506,0-0.2580811
,00.1602068,0-0.1625054,0-0.2580778
,00.1602061,0-0.1625049,0-0.2580751
,00.1602061,0-0.1625049,0-0.2580751
,00.1602055,0-0.1625047,0-0.2580729
,00.1602045,0-0.1625039,0-0.2580693
,00.1602045,0-0.1625039,0-0.2580693
,00.1602044,0-0.1625042,0-0.2580684
,00.1602106,0-0.1625017,0-0.2581073
,00.1602073,0-0.1625035,0-0.258079
,00.1602073,0-0.1625035,0-0.258079
,00.1602053,0-0.1625045,0-0.2580721
,00.1602053,0-0.1625036,0-0.258068
,00.1602124,0-0.1624997,0-0.2581018
,00.1602157,0-0.1624973,0-0.2581062
,00.1602157,0-0.1624973,0-0.2581062
,00.1602157,0-0.1624973,0-0.2581062
,00.1602146,0-0.1624935,0-0.2580898
,00.1602146,0-0.1624935,0-0.2580898
,00.160216,0-0.1624907,0-0.2580769
,00.16021,0-0.1624861,0-0.2580428
,00.16021,0-0.1624861,0-0.2580428
,00.1602064,0-0.1624815,0-0.2580209
,00.1602002,0-0.16248,0-0.2580062
,00.1601974,0-0.1624794,0-0.2579974
,00.1601974,0-0.1624794,0-0.2579974
,00.1601915,0-0.1624812,0-0.2579897
,00.160192,0-0.1624806,0-0.2579859
,00.1601902,0-0.1624814,0-0.2579834
,00.16019,0-0.1624824,0-0.2579954
,00.16019,0-0.1624824,0-0.2579954
,00.16019,0-0.1624824,0-0.2579954
,00.1602025,0-0.1624792,0-0.2580019
,00.1602025,0-0.1624792,0-0.2580019
,00.1602075,0-0.1624756,0-0.2580079
,00.1602221,0-0.1624526,0-0.2580194
,00.1602221,0-0.1624526,0-0.2580194
,00.1602197,0-0.1623931,0-0.2580521
,00.1602295,0-0.1624148,0-0.258093
,00.1602401,0-0.1624573,0-0.2581198
,00.1602401,0-0.1624573,0-0.2581198
,00.1602455,0-0.1624681,0-0.2581359
,00.1602789,0-0.1624711,0-0.2581733
,00.1602789,0-0.1624711,0-0.2581733
,00.1602047,0-0.162438,0-0.2580158
,00.160169,0-0.1624644,0-0.2579134
,00.1601641,0-0.1624646,0-0.2579015
,00.1601767,0-0.1624661,0-0.2579215
,00.1601767,0-0.1624661,0-0.2579215
